"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LVA","Latvia","2015","2015",57.7,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LVA","Latvia","2016","2016",58.5,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LVA","Latvia","2017","2017",52.4,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LVA","Latvia","2018","2018",60.4,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LVA","Latvia","2019","2019",59.4,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LVA","Latvia","2020","2020",60.7,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LVA","Latvia","2021","2021",61.7,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LVA","Latvia","2022","2022",58.8,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LVA","Latvia","2010","2010",62.4,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LVA","Latvia","2011","2011",60.7,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LVA","Latvia","2012","2012",62.6,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LVA","Latvia","2013","2013",59.5,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LVA","Latvia","2014","2014",59.8,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LVA","Latvia","2015","2015",62.4,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LVA","Latvia","2016","2016",62.4,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LVA","Latvia","2017","2017",59.5,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LVA","Latvia","2018","2018",64,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LVA","Latvia","2019","2019",63.3,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LVA","Latvia","2020","2020",65.7,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LVA","Latvia","2021","2021",63.5,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LVA","Latvia","2022","2022",64.4,,
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2010","2010",43.6,,
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2011","2011",42.3,,
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2012","2012",43,,
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2013","2013",41.2,,
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2014","2014",42,,
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2015","2015",42.1,,
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2016","2016",42.8,,
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2017","2017",39.6,,
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2018","2018",42.9,,
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2019","2019",42.8,,
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2020","2020",45.7,,
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2021","2021",46,,
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2022","2022",45.6,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2010","2010",53,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2011","2011",50.7,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2012","2012",51.2,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2013","2013",50.3,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2014","2014",50.5,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2015","2015",51.3,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2016","2016",52.8,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2017","2017",50,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2018","2018",52,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2019","2019",52.5,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2020","2020",54.9,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2021","2021",54.7,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2022","2022",56,,
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2010","2010",47.8,,
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2011","2011",46,,
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2012","2012",46.7,,
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2013","2013",45.2,,
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2014","2014",45.8,,
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2015","2015",46.2,,
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2016","2016",47.2,,
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2017","2017",44.2,,
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2018","2018",46.9,,
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2019","2019",47.1,,
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2020","2020",49.7,,
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2021","2021",49.8,,
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","LVA","Latvia","2022","2022",50.2,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2010","2010",93.7,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2011","2011",92.3,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2012","2012",90.9,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2013","2013",93.6,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2014","2014",87.3,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2015","2015",89.1,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2016","2016",91.5,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2017","2017",87.8,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2018","2018",89.1,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2019","2019",92.2,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2020","2020",94.9,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2021","2021",88.5,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2022","2022",82.5,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","LTU","Lithuania","2010","2010",42.7,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","LTU","Lithuania","2011","2011",34.1,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","LTU","Lithuania","2012","2012",35.1,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","LTU","Lithuania","2013","2013",33.4,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","LTU","Lithuania","2014","2014",32.5,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","LTU","Lithuania","2015","2015",34.9,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","LTU","Lithuania","2016","2016",33.2,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","LTU","Lithuania","2017","2017",36.2,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","LTU","Lithuania","2018","2018",39.9,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","LTU","Lithuania","2019","2019",40.6,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","LTU","Lithuania","2020","2020",39,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","LTU","Lithuania","2021","2021",40,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","LTU","Lithuania","2022","2022",43.7,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2010","2010",93.7,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2011","2011",90.8,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2012","2012",91.9,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2013","2013",94.4,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2014","2014",90.4,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2015","2015",87.3,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2016","2016",90,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2017","2017",87.2,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2018","2018",89.8,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2019","2019",88.1,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2020","2020",92,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2021","2021",89.8,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","LTU","Lithuania","2022","2022",84.7,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2010","2010",5.9,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2011","2011",2.9,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2012","2012",3.4,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2013","2013",5.2,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2014","2014",4.1,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2015","2015",5.7,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2016","2016",5.7,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2017","2017",7,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2018","2018",8.2,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2019","2019",9.3,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2020","2020",9.7,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2021","2021",9.9,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2022","2022",11.6,,
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2010","2010",50.7,,
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2011","2011",44.9,,
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2012","2012",38.7,,
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2013","2013",37.7,,
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2014","2014",36,,
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2015","2015",34.2,,
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2016","2016",29.1,,
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2017","2017",26.9,,
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2018","2018",27.1,,
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2019","2019",26.3,,
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2020","2020",24.4,,
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2021","2021",27.7,,
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2022","2022",25.1,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2010","2010",45.1,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2011","2011",37.9,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2012","2012",38.5,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2013","2013",36.8,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2014","2014",34.9,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2015","2015",31.3,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2016","2016",32.9,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2017","2017",32.3,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2018","2018",32.8,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2019","2019",34.3,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2020","2020",31.7,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2021","2021",35,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2022","2022",33.8,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2010","2010",55.5,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2011","2011",48.1,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2012","2012",49.7,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2013","2013",50.1,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2014","2014",46.2,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2015","2015",45.6,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2016","2016",45,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2017","2017",43.3,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2018","2018",42.4,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2019","2019",47.4,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2020","2020",41.9,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2021","2021",43.2,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LTU","Lithuania","2022","2022",43.1,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2010","2010",20.9,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2011","2011",22.6,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2012","2012",23.4,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2013","2013",21.5,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2014","2014",20.6,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2015","2015",20.5,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2016","2016",19.1,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2017","2017",19.3,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2018","2018",17.9,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2019","2019",17.6,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2020","2020",17.6,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2021","2021",14.6,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2022","2022",14.5,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2010","2010",15.5,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2011","2011",16.2,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2012","2012",16.5,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2013","2013",14.7,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2014","2014",14.2,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2015","2015",13.5,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2016","2016",13.7,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2017","2017",11.7,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2018","2018",12.2,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2019","2019",11.6,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2020","2020",11.8,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2021","2021",10.8,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","LTU","Lithuania","2022","2022",10.5,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","LTU","Lithuania","2010","2010",33,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","LTU","Lithuania","2011","2011",21,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","LTU","Lithuania","2012","2012",38,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","LTU","Lithuania","2013","2013",44,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","LTU","Lithuania","2014","2014",37,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","LTU","Lithuania","2015","2015",35,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","LTU","Lithuania","2016","2016",48,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","LTU","Lithuania","2017","2017",54,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","LTU","Lithuania","2018","2018",37,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","LTU","Lithuania","2019","2019",21,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","LTU","Lithuania","2020","2020",23,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","LTU","Lithuania","2021","2021",38,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","LVA","Latvia","2010","2010",0.4,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","LVA","Latvia","2011","2011",0.5,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","LVA","Latvia","2012","2012",12.6,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","LVA","Latvia","2013","2013",9.9,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","LVA","Latvia","2014","2014",4.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","LVA","Latvia","2015","2015",10.6,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","LVA","Latvia","2016","2016",13,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","LVA","Latvia","2017","2017",4.8,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","LVA","Latvia","2018","2018",8.2,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","LVA","Latvia","2019","2019",37.4,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","LVA","Latvia","2020","2020",17.8,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","LVA","Latvia","2021","2021",0.5,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","LVA","Latvia","2010","2010",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","LVA","Latvia","2011","2011",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","LVA","Latvia","2012","2012",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","LVA","Latvia","2013","2013",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","LVA","Latvia","2014","2014",1.8,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","LVA","Latvia","2015","2015",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","LVA","Latvia","2016","2016",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","LVA","Latvia","2017","2017",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","LVA","Latvia","2018","2018",1.3,,
